primaryIdentifier,organism.shortName,pathways.identifier,pathways.name,pathways.link
SGD:S000003412,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000003412,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003412,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000003412,S. cerevisiae,PTWY:PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6125
SGD:S000003412,S. cerevisiae,PTWY:PWY-6126-1,superpathway of adenosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6126-1
SGD:S000003412,S. cerevisiae,PTWY:PWY-7220-1,adenosine deoxyribonucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-7220-1
SGD:S000003412,S. cerevisiae,PTWY:YEAST-DE-NOVO-PYRMID-DNT,de novo biosynthesis of pyrimidine deoxyribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-DE-NOVO-PYRMID-DNT
SGD:S000003563,S. cerevisiae,PTWY:DENOVOPURINE2-PWY,superpathway of purine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE2-PWY
SGD:S000003563,S. cerevisiae,PTWY:DENOVOPURINE3-PWY,de novo biosynthesis of purine nucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=DENOVOPURINE3-PWY
SGD:S000003563,S. cerevisiae,PTWY:PRPP-PWY-1,"superpathway of histidine, purine, and pyrimidine biosynthesis",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PRPP-PWY-1
SGD:S000003563,S. cerevisiae,PTWY:PWY3O-285,superpathway of purine biosynthesis and salvage pathways,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-285
SGD:S000003563,S. cerevisiae,PTWY:PWY-6125,superpathway of guanosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6125
SGD:S000003563,S. cerevisiae,PTWY:PWY-6126-1,superpathway of adenosine nucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-6126-1
SGD:S000003563,S. cerevisiae,PTWY:PWY-7220-1,adenosine deoxyribonucleotides de novo biosynthesis II,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-7220-1
SGD:S000003563,S. cerevisiae,PTWY:YEAST-DE-NOVO-PYRMID-DNT,de novo biosynthesis of pyrimidine deoxyribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-DE-NOVO-PYRMID-DNT
SGD:S000005621,S. cerevisiae,PTWY:NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NONOXIPENT-PWY
SGD:S000005621,S. cerevisiae,PTWY:PENTOSE-P-PWY,pentose phosphate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PENTOSE-P-PWY
SGD:S000001473,S. cerevisiae,PTWY:LYSINE-AMINOAD-PWY-2,L-lysine biosynthesis IV,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=LYSINE-AMINOAD-PWY-2
SGD:S000005333,S. cerevisiae,PTWY:LYSINE-AMINOAD-PWY-2,L-lysine biosynthesis IV,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=LYSINE-AMINOAD-PWY-2
SGD:S000001777,S. cerevisiae,PTWY:PWY3O-69,superpathway of heme and siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-69
SGD:S000001777,S. cerevisiae,PTWY:PWY-5194-1,siroheme biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5194-1
SGD:S000005412,S. cerevisiae,PTWY:ARGSPECAT-PWY,spermine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ARGSPECAT-PWY
SGD:S000005412,S. cerevisiae,PTWY:BSUBPOLYAMSYN-PWY,spermidine biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BSUBPOLYAMSYN-PWY
SGD:S000005412,S. cerevisiae,PTWY:POLYAMSYN-YEAST-PWY,superpathway of polyamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=POLYAMSYN-YEAST-PWY
SGD:S000005412,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000002910,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000002910,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000002910,S. cerevisiae,PTWY:SAM-PWY,S-adenosyl-L-methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SAM-PWY
SGD:S000004170,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000004170,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000004170,S. cerevisiae,PTWY:SAM-PWY,S-adenosyl-L-methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SAM-PWY
SGD:S000005829,S. cerevisiae,PTWY:CITRUL-BIO2-PWY,citrulline biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=CITRUL-BIO2-PWY
SGD:S000005829,S. cerevisiae,PTWY:PWY0-162,superpathway of pyrimidine ribonucleotides de novo biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY0-162
SGD:S000001165,S. cerevisiae,PTWY:PHOS-PWY,superpathway of phosphatidic acid and phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PHOS-PWY
SGD:S000001165,S. cerevisiae,PTWY:PWY3O-2,superpathway of phospholipid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-2
SGD:S000001165,S. cerevisiae,PTWY:PWY3O-259,phospholipid biosynthesis II (Kennedy pathway),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-259
SGD:S000006273,S. cerevisiae,PTWY:BSUBPOLYAMSYN-PWY,spermidine biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BSUBPOLYAMSYN-PWY
SGD:S000006273,S. cerevisiae,PTWY:POLYAMSYN-YEAST-PWY,superpathway of polyamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=POLYAMSYN-YEAST-PWY
SGD:S000006273,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000004136,S. cerevisiae,PTWY:ARGSPECAT-PWY,spermine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ARGSPECAT-PWY
SGD:S000004136,S. cerevisiae,PTWY:POLYAMSYN-YEAST-PWY,superpathway of polyamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=POLYAMSYN-YEAST-PWY
SGD:S000004136,S. cerevisiae,PTWY:PWY3O-351,superpathway of methionine salvage pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-351
SGD:S000002705,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000005697,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000004885,S. cerevisiae,PTWY:SPHINGOLIPID-SYN-PWY-1,sphingolipid biosynthesis (yeast),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SPHINGOLIPID-SYN-PWY-1
SGD:S000003407,S. cerevisiae,PTWY:ERGOSTEROL-SYN-PWY-1,superpathway of ergosterol biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ERGOSTEROL-SYN-PWY-1
SGD:S000003407,S. cerevisiae,PTWY:PWY-5670-1,epoxysqualene biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5670-1
SGD:S000006395,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000001929,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000002937,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000003702,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000003415,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000001926,S. cerevisiae,PTWY:PWY-781,sulfate assimilation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-781
SGD:S000001926,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000001926,S. cerevisiae,PTWY:SO4ASSIM-PWY,assimilatory sulfate reduction I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SO4ASSIM-PWY
SGD:S000007283,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000007281,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000007260,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000003155,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000005662,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000005662,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000004982,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000004982,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000001571,S. cerevisiae,PTWY:PANTOSYN2-PWY,pantothenate and coenzyme A biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PANTOSYN2-PWY
SGD:S000001624,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000001624,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000001624,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000003509,S. cerevisiae,PTWY:PANTOSYN2-PWY,pantothenate and coenzyme A biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PANTOSYN2-PWY
SGD:S000002604,S. cerevisiae,PTWY:PANTOSYN2-PWY,pantothenate and coenzyme A biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PANTOSYN2-PWY
SGD:S000001387,S. cerevisiae,PTWY:PWY3O-94,superpathway of TCA cycle and glyoxylate cycle,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-94
SGD:S000001387,S. cerevisiae,PTWY:PWY-5084,2-oxoglutarate decarboxylation to succinyl-CoA,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5084
SGD:S000001387,S. cerevisiae,PTWY:TCA-EUK-PWY,"TCA cycle, aerobic respiration",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TCA-EUK-PWY
SGD:S000003529,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000004997,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000003159,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000004028,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000002225,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000004387,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000004869,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000001093,S. cerevisiae,PTWY:PWY3O-188,"aerobic respiration, electron transport chain",https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-188
SGD:S000000210,S. cerevisiae,PTWY:YEAST-4AMINOBUTMETAB-PWY,4-aminobutyrate degradation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-4AMINOBUTMETAB-PWY
SGD:S000003898,S. cerevisiae,PTWY:PWY-781,sulfate assimilation pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-781
SGD:S000003898,S. cerevisiae,PTWY:PWY-821-1,superpathway of sulfur amino acid biosynthesis (Saccharomyces cerevisiae),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-821-1
SGD:S000003898,S. cerevisiae,PTWY:SO4ASSIM-PWY,assimilatory sulfate reduction I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=SO4ASSIM-PWY
SGD:S000000330,S. cerevisiae,PTWY:TRESYN-PWY,trehalose biosynthesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TRESYN-PWY
SGD:S000001635,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000001635,S. cerevisiae,PTWY:GLUCONEO-PWY-1,gluconeogenesis I,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCONEO-PWY-1
SGD:S000001635,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000006135,S. cerevisiae,PTWY:PWY3O-17,thiamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-17
SGD:S000005669,S. cerevisiae,PTWY:PWY3O-17,thiamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-17
SGD:S000000772,S. cerevisiae,PTWY:PWY3O-261,superpathway of serine and glycine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-261
SGD:S000000888,S. cerevisiae,PTWY:BRANCHED-CHAIN-AA-SYN-PWY-1,superpathway of branched chain amino acid biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=BRANCHED-CHAIN-AA-SYN-PWY-1
SGD:S000000649,S. cerevisiae,PTWY:P4-PWY-1,superpathway of threonine and methionine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=P4-PWY-1
SGD:S000000649,S. cerevisiae,PTWY:PWY3O-7,superpathway of threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-7
SGD:S000000649,S. cerevisiae,PTWY:THRESYN-PWY,superpathway of L-threonine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=THRESYN-PWY
SGD:S000005600,S. cerevisiae,PTWY:ALL-CHORISMATE-PWY-1,superpathway of chorismate metabolism,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=ALL-CHORISMATE-PWY-1
SGD:S000005600,S. cerevisiae,PTWY:FOLSYN-PWY-1,superpathway of tetrahydrofolate biosynthesis and salvage,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=FOLSYN-PWY-1
SGD:S000005600,S. cerevisiae,PTWY:PWY3O-697,folate interconversions,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-697
SGD:S000005600,S. cerevisiae,PTWY:YEAST-DE-NOVO-PYRMID-DNT,de novo biosynthesis of pyrimidine deoxyribonucleotides,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=YEAST-DE-NOVO-PYRMID-DNT
SGD:S000004346,S. cerevisiae,PTWY:NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NONOXIPENT-PWY
SGD:S000004346,S. cerevisiae,PTWY:PENTOSE-P-PWY,pentose phosphate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PENTOSE-P-PWY
SGD:S000006278,S. cerevisiae,PTWY:NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NONOXIPENT-PWY
SGD:S000006278,S. cerevisiae,PTWY:PENTOSE-P-PWY,pentose phosphate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PENTOSE-P-PWY
SGD:S000000321,S. cerevisiae,PTWY:NONOXIPENT-PWY,pentose phosphate pathway (non-oxidative branch),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NONOXIPENT-PWY
SGD:S000000321,S. cerevisiae,PTWY:PENTOSE-P-PWY,pentose phosphate pathway,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PENTOSE-P-PWY
SGD:S000005416,S. cerevisiae,PTWY:PWY3O-17,thiamine biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-17
SGD:S000002457,S. cerevisiae,PTWY:GLUCFERMEN-PWY,superpathway of glucose fermentation,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLUCFERMEN-PWY
SGD:S000002457,S. cerevisiae,PTWY:GLYCOLYSIS,glycolysis I (from glucose 6-phosphate),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=GLYCOLYSIS
SGD:S000003839,S. cerevisiae,PTWY:NADSYN-PWY,NAD de novo biosynthesis II (from tryptophan),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=NADSYN-PWY
SGD:S000003839,S. cerevisiae,PTWY:PWY3O-4158,superpathway of NAD biosynthesis,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY3O-4158
SGD:S000003839,S. cerevisiae,PTWY:PWY-5651,L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde,https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=PWY-5651
SGD:S000003839,S. cerevisiae,PTWY:TRYPTOPHAN-DEGRADATION-1,L-tryptophan degradation III (eukaryotic),https://pathway.yeastgenome.org/YEAST/new-image?type=PATHWAY&detail-level=2&object=TRYPTOPHAN-DEGRADATION-1
